start,end,today,username,subscriberid,deviceid,phonenumber,_0_Reviewer,paper_title,publication_year,paper_doi,publication_type,author_affiliation_type,country_studied,country_studied_multiple,country_studied_other,author_in_country_studied,disease,objectives,other_objective,individual_representation,individual_representation_othe,space_representation,model_structure,model_structure_unclear_reason,parametrization,validation,validation_other,outbreak_type,intervention_modelled,intervention_modelled_other,vax_modelled_with_non_vax,is_vax_effective,modelling_timing,outcome_measured,outcome_measured_other,sensitivity_analysis,data_used,data_available,simulation_code_available,__version__,_version_,meta/audit,meta/instanceID,_uuid,_submission_time,_tags,_notes,_validation_status
2020-12-16T22:59:41.715+02:00,2020-12-17T22:07:02.988+02:00,2020-12-16,username not found,subscriberid not found,ee.kobotoolbox.org:jd7cgAXomReoCwGa,phonenumber not found,james,Effects of reactive social distancing on the 1918 influenza pandemic,2017,https://doi.org/10.1371/journal.pone.0180545,original_research,academic_institutions,GB,n/a,n/a,no,Influenza,assess_impact_past,n/a,compartments,n/a,yes,stochastic,n/a,values_from_literature values_fitted_to_ts,compared_with_data,n/a,real_outbreak,behavioural_change,n/a,no,n/a,retrospective,final_epidemic_size,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:09f8bde5-12c2-48e2-8d43-d65f8eb4f413,09f8bde5-12c2-48e2-8d43-d65f8eb4f413,2020-12-17T20:07:16,,,{}
2020-12-23T00:08:35.348-00:00,2020-12-23T18:49:51.908-00:00,2020-12-23,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Stochastic model of an influenza epidemic with drug resistance,2007,10.1016/j.jtbi.2007.05.009,original_research,academic_institutions government_institutions,none,n/a,n/a,NA,Influenza,assess_impact_future,n/a,compartments,n/a,no,stochastic,n/a,values_from_literature,compared_with_other_model_output,n/a,hypothetical_outbreak,treatment,n/a,no,n/a,prospective,final_epidemic_size attack_rate outcome_other,resistant cases,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:2f5e7941-5a31-4185-9580-b81aa3b831e3,2f5e7941-5a31-4185-9580-b81aa3b831e3,2020-12-23T18:50:02,,,{}
2020-12-13T00:24:30.993-00:00,2020-12-18T20:45:32.250-00:00,2020-12-13,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Analysis of an SERIV Epidemic Model of Human Influenza,2017,https://doi.org/10.2991/ammsa-17.2017.19,original_research,academic_institutions,none,n/a,n/a,NA,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,media_campaign,n/a,yes,no,prospective,final_epidemic_size timing_of_peak,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:8d524e80-8f54-4db4-b932-dac6bffaef82,8d524e80-8f54-4db4-b932-dac6bffaef82,2020-12-18T20:45:43,,,{}
2020-12-18T20:45:32.339-00:00,2020-12-18T21:17:29.825-00:00,2020-12-18,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Evaluating targeted interventions via meta-population models with multi-level mixing,2016,https://doi.org/10.1016/j.mbs.2016.09.013,original_research,academic_institutions government_institutions,US,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,yes,deterministic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,intervention_coverage final_epidemic_size,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:a035f8ac-d346-4a2a-96be-4557f50ed28b,a035f8ac-d346-4a2a-96be-4557f50ed28b,2020-12-18T21:17:35,,,{}
2020-12-19T12:17:19.811-00:00,2020-12-20T00:34:04.339-00:00,2020-12-19,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Modelling vaccination strategies against foot-and-mouth disease,2002,https://doi.org/10.1038/nature01343,original_research,academic_institutions NGO,GB,n/a,n/a,yes,FMD,assess_impact_future,n/a,agents,n/a,no,stochastic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,intervention_coverage,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:4bf80f48-1fd4-4bdf-a283-dfd23269f701,4bf80f48-1fd4-4bdf-a283-dfd23269f701,2020-12-20T00:34:15,,,{}
2020-12-20T00:34:04.383-00:00,2020-12-20T00:50:04.986-00:00,2020-12-20,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Media impact switching surface during an infectious disease outbreak,2015,https://doi.org/10.1038/srep07838,original_research,academic_institutions,CN,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_fitted_to_ts,compared_with_other_model_output,n/a,real_outbreak,media_campaign,n/a,no,n/a,retrospective,final_epidemic_size attack_rate,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:ea4f84ad-1d2d-4046-b494-f56dab6a1ca9,ea4f84ad-1d2d-4046-b494-f56dab6a1ca9,2020-12-20T00:50:15,,,{}
2020-12-20T00:50:05.034-00:00,2020-12-20T01:05:14.942-00:00,2020-12-20,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Assessing the impact of travel restrictions on international spread of the 2014 West African Ebola epidemic,2014,10.2807/1560-7917.ES2014.19.42.20936,original_research,academic_institutions government_institutions,multiple,GN LR NG SN SL ES US,n/a,yes,Ebola,assess_impact_past,n/a,compartments,n/a,yes,deterministic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,travel_restriction,n/a,no,n/a,retrospective,cases_averted,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:1b75399b-c710-441e-a002-c152bb34275c,1b75399b-c710-441e-a002-c152bb34275c,2020-12-20T01:05:25,,,{}
2020-12-28T22:46:13.532-00:00,2020-12-28T23:24:42.643-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Decisions on control of foot-and-mouth disease informed using model predictions,2013,https://doi.org/10.1016/j.prevetmed.2013.09.003,original_research,academic_institutions,DK,n/a,n/a,yes,FMD,assess_impact_future,n/a,agents,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,outbreak_duration_and_timing final_epidemic_size cost,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:76232a74-378b-46cb-9d65-89300fb434d0,76232a74-378b-46cb-9d65-89300fb434d0,2020-12-28T23:24:53,,,{}
2020-12-20T01:05:14.973-00:00,2020-12-20T14:31:44.928-00:00,2020-12-20,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Modelling the Transmission Dynamics and Control of the Novel 2009 Swine Influenza (H1N1) Pandemic,2011,10.1007/s11538-010-9538-z,original_research,academic_institutions,CA,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,final_epidemic_size hospitalizations case_fatality,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:1a7808ae-b6d1-4ebd-98e9-a3a788d6c21a,1a7808ae-b6d1-4ebd-98e9-a3a788d6c21a,2020-12-20T14:31:55,,,{}
2020-12-20T14:31:44.966-00:00,2020-12-20T14:57:42.335-00:00,2020-12-20,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Modeling the dynamics of oral poliovirus vaccine cessation,2014,https://doi.org/10.1093/infdis/jit845,original_research,academic_institutions NGO,none,n/a,n/a,NA,Poliomyelitis,assess_impact_future,n/a,agents,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,intervention_other,vaccine cessation,no,n/a,prospective,cases_averted,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:ef8de88a-1c7e-45fd-a25c-698243c13bca,ef8de88a-1c7e-45fd-a25c-698243c13bca,2020-12-20T14:59:09,,,{}
2020-12-20T14:57:42.372-00:00,2020-12-21T16:31:11.652-00:00,2020-12-20,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Value of inventory information in allocating a limited supply of influenza vaccine during a pandemic,2018,https://doi.org/10.1371/journal.pone.0206293,original_research,academic_institutions,US,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,prospective,intervention_coverage,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:1ac97cad-2888-4587-ae14-275a24ff77ab,1ac97cad-2888-4587-ae14-275a24ff77ab,2020-12-21T16:31:22,,,{}
2020-12-21T16:31:11.693-00:00,2020-12-21T17:22:00.450-00:00,2020-12-21,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Optimal control and cost-effective analysis of the 2017 meningitis outbreak in Nigeria,2019,https://doi.org/10.1016/j.idm.2019.05.003,original_research,academic_institutions,NG,n/a,n/a,no,Meningococcal_meningitis,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,real_outbreak,PPE_other_1 vaccination,n/a,yes,no,retrospective,cases_averted cost,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:330a717a-0f88-4dad-b119-790b7309753c,330a717a-0f88-4dad-b119-790b7309753c,2020-12-21T17:22:11,,,{}
2020-12-21T17:22:00.491-00:00,2020-12-22T20:48:48.506-00:00,2020-12-21,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Treatment–donation-stockpile dynamics in ebola convalescent blood transfusion therapy,2015,http://dx.doi.org/10.1016/j.jtbi.2015.11.031,original_research,academic_institutions,other,n/a,West africa,no,Ebola,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,treatment,n/a,no,n/a,prospective,case_fatality,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:69e98178-7bd9-420c-9cc0-8cdf5d5ba389,69e98178-7bd9-420c-9cc0-8cdf5d5ba389,2020-12-22T20:48:59,,,{}
2020-12-22T20:48:48.548-00:00,2020-12-22T21:57:18.151-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Estimated impact of aggressive empirical antiviral treatment in containing an outbreak of pandemic influenza H1N1 in an isolated First Nations community,2013,10.1111/irv.12141,original_research,academic_institutions government_institutions,CA,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_fitted_to_ts,model_not_validated,n/a,real_outbreak,antiviral_prophylaxis distancing,n/a,no,n/a,retrospective,cases_averted intervention_coverage attack_rate,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:79114265-207b-4c78-b5fa-7cf0c9882827,79114265-207b-4c78-b5fa-7cf0c9882827,2020-12-22T21:57:29,,,{}
2020-12-22T21:57:18.194-00:00,2020-12-22T22:21:43.304-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Epidemiology of the silent polio outbreak in Rahat, Israel, based on modeling of environmental surveillance data",2018,10.1073/pnas.1808798115,original_research,academic_institutions government_institutions NGO,IL,n/a,n/a,yes,Poliomyelitis,assess_impact_past,n/a,compartments,n/a,no,stochastic,n/a,values_fitted_to_ts,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:3ff4424c-6db1-448a-9bde-6ab7d7d5f5da,3ff4424c-6db1-448a-9bde-6ab7d7d5f5da,2020-12-22T22:21:54,,,{}
2020-12-22T22:21:43.348-00:00,2020-12-22T23:08:40.549-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Characterizing the Epidemiology of the 2009 Influenza A/H1N1 Pandemic in Mexico,2011,10.1371/journal.pmed.1000436,original_research,academic_institutions government_institutions,MX,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,yes,stochastic,n/a,values_fitted_to_ts,model_not_validated,n/a,real_outbreak,distancing school_closure,n/a,no,n/a,retrospective,cases_averted attack_rate,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:3174c48f-e9c4-41b5-a5d0-a83543f4ea79,3174c48f-e9c4-41b5-a5d0-a83543f4ea79,2020-12-22T23:08:50,,,{}
2020-12-22T23:08:40.622-00:00,2020-12-22T23:29:26.035-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Hepatitis B vaccination and changes in sexual risk behaviour among men who have sex with men in Amsterdam,2008,https://doi.org/10.1017/S0950268808000976,original_research,academic_institutions government_institutions,NL,n/a,n/a,yes,Hepatitis_B,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:95c01c3e-a8d6-4353-a42e-e5ffffe9c311,95c01c3e-a8d6-4353-a42e-e5ffffe9c311,2020-12-22T23:29:36,,,{}
2020-12-22T23:29:26.113-00:00,2020-12-22T23:40:00.329-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Modelling of the influenza A(H1N1)v outbreak in Mexico City, April-May 2009, with control sanitary measures",2009,10.2807/ese.14.26.19254-en,original_research,academic_institutions government_institutions,MX,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,real_outbreak,handwashing intervention_other,sanitary measures,no,n/a,retrospective,attack_rate,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:218307c4-0ad5-4b8c-b6d8-f65e3c2b6294,218307c4-0ad5-4b8c-b6d8-f65e3c2b6294,2020-12-22T23:40:11,,,{}
2020-12-22T23:40:00.400-00:00,2020-12-23T00:08:35.291-00:00,2020-12-22,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,A stochastic model of epidemics in military recruits,1982,10.1093/milmed/147.5.361,original_research,government_institutions,US,n/a,n/a,yes,Measles,assess_impact_future,n/a,compartments,n/a,no,stochastic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,isolation quarantine,n/a,no,n/a,prospective,outbreak_duration_and_timing,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:b0f689d5-96d3-453a-a3ba-685b841c29de,b0f689d5-96d3-453a-a3ba-685b841c29de,2020-12-23T00:08:45,,,{}
2020-12-28T23:59:05.854-00:00,2020-12-29T00:10:44.241-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,A simulation model for the potential spread of foot-and-mouth disease in the Castile and Leon region of Spain,2010,https://doi.org/10.1016/j.prevetmed.2010.05.015,original_research,academic_institutions government_institutions NGO,ES,n/a,n/a,yes,FMD,assess_impact_future,n/a,agents,n/a,yes,deterministic,n/a,values_from_literature,model_not_validated compared_with_data,n/a,hypothetical_outbreak,vaccination intervention_other,Preventive depopulation,yes,no,prospective,outbreak_duration_and_timing,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:0cdad976-23c2-4f6c-a6db-05b410b9850e,0cdad976-23c2-4f6c-a6db-05b410b9850e,2020-12-29T00:10:55,,,{}
2020-12-29T01:04:25.066-00:00,2020-12-29T01:12:22.449-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Modeling the impact of optimal screening on typhoid dynamics,2014,https://doi.org/10.1007/s40435-014-0123-4,original_research,academic_institutions,none,n/a,n/a,NA,Typhoid,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,screening,n/a,no,n/a,prospective,final_epidemic_size,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:f44cee50-7166-4cec-86ec-60aecbbffa70,f44cee50-7166-4cec-86ec-60aecbbffa70,2020-12-29T01:12:33,,,{}
2020-12-29T00:45:57.554-00:00,2020-12-29T01:04:24.841-00:00,2020-12-29,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Optimal allocation of pandemic influenza vaccine depends on age, risk and timing",2008,https://doi.org/10.1016/j.vaccine.2008.04.043,original_research,academic_institutions government_institutions,NL,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,compared_with_data,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,cases_averted hospitalizations,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:09151189-7b45-4700-a5de-46bb4d38c292,09151189-7b45-4700-a5de-46bb4d38c292,2020-12-29T01:04:36,,,{}
2020-12-23T18:49:52.004-00:00,2020-12-23T19:16:50.071-00:00,2020-12-23,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Optimal media reporting intensity on mitigating spread of an emerging infectious disease,2019,https://doi.org/10.1371/journal.pone.0213898,original_research,academic_institutions,CN,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_fitted_to_ts,model_not_validated,n/a,real_outbreak,media_campaign,n/a,no,n/a,prospective,final_epidemic_size outcome_other,peak magnitude,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:086e8dbb-1e14-4e9e-8ad7-ccd3be1dadfc,086e8dbb-1e14-4e9e-8ad7-ccd3be1dadfc,2020-12-23T19:17:00,,,{}
2020-12-23T19:16:50.133-00:00,2020-12-23T19:38:24.180-00:00,2020-12-23,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"A CONTACT-NETWORK-BASED SIMULATION MODEL FOR EVALUATING INTERVENTIONS UNDER ""WHAT-IF"" SCENARIOS IN EPIDEMIC",2013,10.1109/WSC.2012.6465056,conference_proceeding,academic_institutions,SG,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,handwashing PPE_other_1 quarantine distancing treatment vaccination,n/a,no,n/a,prospective,attack_rate outcome_other,"peak incidence, peak day",no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:e54fea3c-60fb-463b-98e3-1cfc37f50f7a,e54fea3c-60fb-463b-98e3-1cfc37f50f7a,2020-12-23T19:38:34,,,{}
2020-12-23T19:38:24.246-00:00,2020-12-24T01:07:36.065-00:00,2020-12-23,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Modelling the large-scale yellow fever outbreak in Luanda, Angola, and the impact of vaccination",2018,https://doi.org/10.1371/journal.pntd.0006158,original_research,academic_institutions,AO,n/a,n/a,no,Yellow_Fever,assess_impact_past assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,deaths_averted final_epidemic_size attack_rate case_fatality,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:42c539a3-ec87-4dbd-bd8f-511e4c7b6601,42c539a3-ec87-4dbd-bd8f-511e4c7b6601,2020-12-24T01:07:46,,,{}
2020-12-24T01:07:36.135-00:00,2020-12-24T01:23:49.920-00:00,2020-12-24,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Cholera epidemic in Haiti, 2010: using a transmission model to explain spatial spread of disease and identify optimal control interventions",2011,https://doi.org/10.7326/0003-4819-154-9-201105030-00334,original_research,academic_institutions,HT,n/a,n/a,no,Cholera,assess_impact_future,n/a,compartments,n/a,yes,deterministic,n/a,values_fitted_to_ts,model_not_validated,n/a,real_outbreak,hygiene vaccination,n/a,yes,yes,retrospective,cases_averted outbreak_duration_and_timing timing_of_peak,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:634d5bbc-8416-4681-8784-161253b83a77,634d5bbc-8416-4681-8784-161253b83a77,2020-12-24T01:24:00,,,{}
2020-12-28T02:16:21.765-00:00,2020-12-28T14:54:34.289-00:00,2020-12-28,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Dengue in Madeira Island,2015,https://doi.org/10.1007/978-3-319-16118-1_32,conference_proceeding,academic_institutions,PT,n/a,n/a,yes,Dengue,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,hypothetical_outbreak,education larvicides,n/a,no,n/a,prospective,final_epidemic_size,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:90ccdb89-d53e-417c-9f56-d023448915d3,90ccdb89-d53e-417c-9f56-d023448915d3,2020-12-28T14:54:45,,,{}
2020-12-24T01:23:49.991-00:00,2020-12-24T21:44:35.068-00:00,2020-12-24,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,MODELING STRATEGIES FOR CONTROLLING H1N1 OUTBREAKS IN CHINA,2012,https://doi.org/10.1142/S1793524511001593,original_research,academic_institutions,CN,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature values_fitted_to_ts,model_not_validated,n/a,real_outbreak,isolation quarantine,n/a,no,n/a,retrospective,attack_rate,n/a,no,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:1300b1fe-b6f5-438a-8f7a-70489611dc65,1300b1fe-b6f5-438a-8f7a-70489611dc65,2020-12-24T21:44:46,,,{}
2020-12-24T21:44:35.158-00:00,2020-12-24T22:30:06.741-00:00,2020-12-24,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Is a Mass Immunization Program for Pandemic (H1N1) 2009 Good Value for Money? Early Evidence from the Canadian Experience,2010,https://doi.org/10.1016/j.vaccine.2010.07.010,original_research,academic_institutions government_institutions NGO,CA,n/a,n/a,yes,Influenza,assess_impact_past,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion,model_not_validated,n/a,hypothetical_outbreak,intervention_other,Mass immunization program,no,n/a,retrospective,cost hospitalizations qualys,n/a,no,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:14babe90-eee7-470e-8624-fca2da2d19b3,14babe90-eee7-470e-8624-fca2da2d19b3,2020-12-24T22:30:23,,,{}
2020-12-24T22:30:06.825-00:00,2020-12-24T22:54:46.848-00:00,2020-12-24,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,Modeling the impact of behavior change on the spread of ebola,2016,10.1007/978-3-319-40413-4_2,book_chapter,academic_institutions,LY,n/a,n/a,no,Ebola,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_guess_and_expert_opion values_fitted_to_ts,model_not_validated,n/a,real_outbreak,behavioural_change,n/a,no,n/a,prospective,outbreak_duration_and_timing final_epidemic_size timing_of_peak,n/a,yes,yes,yes,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:87bd968c-6a17-4804-bd7b-9dcdfeaaa866,87bd968c-6a17-4804-bd7b-9dcdfeaaa866,2020-12-24T22:55:01,,,{}
2020-12-24T22:54:46.925-00:00,2020-12-24T23:12:10.548-00:00,2020-12-24,username not found,subscriberid not found,ee.kobotoolbox.org:zQ25dLv8gUDnslCd,phonenumber not found,xiaoxi,"Vaccination against 2009 pandemic H1N1 in a population dynamical model of Vancouver, Canada: timing is everything",2011,https://doi.org/10.1186/1471-2458-11-932,original_research,academic_institutions government_institutions NGO,CA,n/a,n/a,yes,Influenza,assess_impact_future,n/a,compartments,n/a,no,deterministic,n/a,values_from_literature,model_not_validated,n/a,real_outbreak,vaccination,n/a,no,n/a,retrospective,campaign_duration attack_rate case_fatality,n/a,yes,no,n/a,no,v2BPxVDXNtGiFwDehkNMPB,v8yBjPWfsaq2csCF9ogyyX,n/a,uuid:f072e1f9-5226-4027-8e3c-0f2808aded0b,f072e1f9-5226-4027-8e3c-0f2808aded0b,2020-12-24T23:12:25,,,{}
